               n               m        E_phi_nm        E_psi_nm          E_p_nm
     -0.1000E+01      0.1440E+03      0.1547E-26      0.4098E-25      0.7072E-20
      0.0000E+00      0.1440E+03      0.3258E-26      0.6011E-25      0.9203E-20
      0.1000E+01      0.1440E+03      0.7462E-26      0.9694E-25      0.1273E-19
      0.2000E+01      0.1440E+03      0.1995E-25      0.1717E-24      0.1965E-19
      0.3000E+01      0.1440E+03      0.4807E-25      0.2826E-24      0.3092E-19
      0.4000E+01      0.1440E+03      0.1058E-24      0.5175E-24      0.4737E-19
      0.5000E+01      0.1440E+03      0.2430E-24      0.9507E-24      0.7226E-19
      0.6000E+01      0.1440E+03      0.5745E-24      0.1528E-23      0.9175E-19
      0.7000E+01      0.1440E+03      0.1395E-23      0.2358E-23      0.1303E-18
      0.8000E+01      0.1440E+03      0.3712E-23      0.3065E-23      0.1780E-18
      0.9000E+01      0.1440E+03      0.1237E-22      0.5450E-23      0.3049E-18
      0.1000E+02      0.1440E+03      0.3933E-22      0.1120E-22      0.4721E-18
      0.1100E+02      0.1440E+03      0.1089E-21      0.2266E-22      0.8230E-18
      0.1200E+02      0.1440E+03      0.2829E-21      0.5979E-22      0.1441E-17
      0.1300E+02      0.1440E+03      0.7105E-21      0.1265E-21      0.2664E-17
      0.1400E+02      0.1440E+03      0.2488E-20      0.3051E-21      0.4084E-17
      0.1500E+02      0.1440E+03      0.5640E-20      0.6569E-21      0.7890E-17
      0.1600E+02      0.1440E+03      0.1375E-19      0.1389E-20      0.1291E-16
      0.1700E+02      0.1440E+03      0.3958E-19      0.3589E-20      0.2820E-16
      0.1800E+02      0.1440E+03      0.9573E-19      0.1120E-19      0.6264E-16
      0.1900E+02      0.1440E+03      0.2044E-18      0.2533E-19      0.1145E-15
      0.2000E+02      0.1440E+03      0.5203E-18      0.1107E-18      0.2068E-15
      0.2100E+02      0.1440E+03      0.1098E-17      0.4555E-18      0.4108E-15
      0.2200E+02      0.1440E+03      0.3047E-17      0.1238E-17      0.5470E-15
      0.2300E+02      0.1440E+03      0.1507E-16      0.7363E-17      0.1067E-14
      0.2400E+02      0.1440E+03      0.4531E-16      0.2649E-16      0.1841E-14
      0.2500E+02      0.1440E+03      0.1591E-15      0.1053E-15      0.3885E-14
      0.2600E+02      0.1440E+03      0.5343E-15      0.3667E-15      0.6489E-14
      0.2700E+02      0.1440E+03      0.2094E-14      0.1569E-14      0.1150E-13
      0.2800E+02      0.1440E+03      0.6070E-14      0.5101E-14      0.2439E-13
      0.2900E+02      0.1440E+03      0.1045E-13      0.1078E-13      0.4100E-13
      0.3000E+02      0.1440E+03      0.2104E-13      0.1935E-13      0.5298E-13
      0.3100E+02      0.1440E+03      0.4113E-13      0.3639E-13      0.1525E-12
      0.3200E+02      0.1440E+03      0.1094E-12      0.9348E-13      0.2846E-12
      0.3300E+02      0.1440E+03      0.2873E-12      0.2869E-12      0.1068E-11
      0.3400E+02      0.1440E+03      0.2015E-11      0.3032E-11      0.7292E-10
      0.3500E+02      0.1440E+03      0.4723E-10      0.2513E-10      0.1757E-08
      0.3600E+02      0.1440E+03      0.1552E-09      0.5898E-10      0.1610E-08
      0.3700E+02      0.1440E+03      0.5211E-10      0.7872E-10      0.2391E-09
      0.3800E+02      0.1440E+03      0.1262E-09      0.8205E-10      0.5536E-09
      0.3900E+02      0.1440E+03      0.1251E-09      0.1178E-09      0.4563E-09
      0.4000E+02      0.1440E+03      0.1308E-09      0.1556E-09      0.4823E-09
 
     -0.4000E+02      0.1450E+03      0.3619E-36      0.1440E-33      0.8344E-28
     -0.3900E+02      0.1450E+03      0.5669E-36      0.4084E-33      0.1633E-27
     -0.3800E+02      0.1450E+03      0.9660E-36      0.5624E-33      0.3366E-27
     -0.3700E+02      0.1450E+03      0.1532E-35      0.1038E-32      0.5770E-27
     -0.3600E+02      0.1450E+03      0.2362E-35      0.2245E-32      0.9667E-27
     -0.3500E+02      0.1450E+03      0.3863E-35      0.5087E-32      0.2255E-26
     -0.3400E+02      0.1450E+03      0.6414E-35      0.5068E-32      0.2422E-26
     -0.3300E+02      0.1450E+03      0.9902E-35      0.9878E-32      0.4729E-26
     -0.3200E+02      0.1450E+03      0.1581E-34      0.1044E-31      0.5318E-26
     -0.3100E+02      0.1450E+03      0.2294E-34      0.4751E-31      0.1559E-25
     -0.3000E+02      0.1450E+03      0.3315E-34      0.8953E-31      0.2963E-25
     -0.2900E+02      0.1450E+03      0.5127E-34      0.6349E-31      0.2016E-25
     -0.2800E+02      0.1450E+03      0.9166E-34      0.9404E-31      0.3125E-25
     -0.2700E+02      0.1450E+03      0.1752E-33      0.1856E-30      0.6348E-25
     -0.2600E+02      0.1450E+03      0.3424E-33      0.2535E-30      0.1061E-24
     -0.2500E+02      0.1450E+03      0.5841E-33      0.4239E-30      0.1589E-24
     -0.2400E+02      0.1450E+03      0.1009E-32      0.5983E-30      0.2112E-24
     -0.2300E+02      0.1450E+03      0.1638E-32      0.9847E-30      0.3074E-24
     -0.2200E+02      0.1450E+03      0.3181E-32      0.1217E-29      0.3967E-24
     -0.2100E+02      0.1450E+03      0.5258E-32      0.1809E-29      0.6215E-24
     -0.2000E+02      0.1450E+03      0.9164E-32      0.3705E-29      0.1166E-23
     -0.1900E+02      0.1450E+03      0.1502E-31      0.4986E-29      0.1398E-23
     -0.1800E+02      0.1450E+03      0.2580E-31      0.1030E-28      0.3034E-23
     -0.1700E+02      0.1450E+03      0.4491E-31      0.9224E-29      0.3243E-23
     -0.1600E+02      0.1450E+03      0.9898E-31      0.2229E-28      0.8507E-23
     -0.1500E+02      0.1450E+03      0.1756E-30      0.3083E-28      0.1247E-22
     -0.1400E+02      0.1450E+03      0.2863E-30      0.5272E-28      0.2097E-22
     -0.1300E+02      0.1450E+03      0.5862E-30      0.6855E-28      0.2799E-22
     -0.1200E+02      0.1450E+03      0.1230E-29      0.1115E-27      0.3899E-22
     -0.1100E+02      0.1450E+03      0.2303E-29      0.1899E-27      0.6532E-22
     -0.1000E+02      0.1450E+03      0.4367E-29      0.3390E-27      0.1111E-21
     -0.9000E+01      0.1450E+03      0.9717E-29      0.5224E-27      0.1604E-21
     -0.8000E+01      0.1450E+03      0.2125E-28      0.9359E-27      0.2684E-21
     -0.7000E+01      0.1450E+03      0.4015E-28      0.2045E-26      0.4874E-21
     -0.6000E+01      0.1450E+03      0.6621E-28      0.3296E-26      0.7030E-21
     -0.5000E+01      0.1450E+03      0.1097E-27      0.4856E-26      0.1012E-20
     -0.4000E+01      0.1450E+03      0.1727E-27      0.7375E-26      0.1428E-20
     -0.3000E+01      0.1450E+03      0.2941E-27      0.1290E-25      0.2237E-20
     -0.2000E+01      0.1450E+03      0.5684E-27      0.2460E-25      0.3999E-20
     -0.1000E+01      0.1450E+03      0.1189E-26      0.3544E-25      0.6049E-20
      0.0000E+00      0.1450E+03      0.2443E-26      0.5150E-25      0.8412E-20
      0.1000E+01      0.1450E+03      0.5350E-26      0.8845E-25      0.1147E-19
      0.2000E+01      0.1450E+03      0.1449E-25      0.1564E-24      0.1723E-19
      0.3000E+01      0.1450E+03      0.3661E-25      0.2506E-24      0.2689E-19
      0.4000E+01      0.1450E+03      0.8237E-25      0.4148E-24      0.4123E-19
      0.5000E+01      0.1450E+03      0.1817E-24      0.7858E-24      0.6320E-19
      0.6000E+01      0.1450E+03      0.4295E-24      0.1238E-23      0.7782E-19
      0.7000E+01      0.1450E+03      0.1024E-23      0.2080E-23      0.1112E-18
      0.8000E+01      0.1450E+03      0.2675E-23      0.2623E-23      0.1433E-18
      0.9000E+01      0.1450E+03      0.7901E-23      0.4412E-23      0.2488E-18
      0.1000E+02      0.1450E+03      0.2805E-22      0.8436E-23      0.3837E-18
      0.1100E+02      0.1450E+03      0.7320E-22      0.1699E-22      0.6562E-18
      0.1200E+02      0.1450E+03      0.2165E-21      0.4133E-22      0.1083E-17
      0.1300E+02      0.1450E+03      0.4680E-21      0.9573E-22      0.2125E-17
      0.1400E+02      0.1450E+03      0.1683E-20      0.2182E-21      0.3355E-17
      0.1500E+02      0.1450E+03      0.4308E-20      0.4922E-21      0.6620E-17
      0.1600E+02      0.1450E+03      0.9604E-20      0.1040E-20      0.1067E-16
      0.1700E+02      0.1450E+03      0.2795E-19      0.2448E-20      0.2113E-16
      0.1800E+02      0.1450E+03      0.6978E-19      0.7348E-20      0.4618E-16
      0.1900E+02      0.1450E+03      0.1521E-18      0.1800E-19      0.9045E-16
      0.2000E+02      0.1450E+03      0.3588E-18      0.5714E-19      0.1681E-15
      0.2100E+02      0.1450E+03      0.8176E-18      0.2873E-18      0.3516E-15
      0.2200E+02      0.1450E+03      0.1786E-17      0.6598E-18      0.4922E-15
      0.2300E+02      0.1450E+03      0.8436E-17      0.3788E-17      0.8476E-15
      0.2400E+02      0.1450E+03      0.2897E-16      0.1506E-16      0.1518E-14
      0.2500E+02      0.1450E+03      0.9174E-16      0.5571E-16      0.2976E-14
      0.2600E+02      0.1450E+03      0.3154E-15      0.2050E-15      0.5431E-14
      0.2700E+02      0.1450E+03      0.1225E-14      0.8972E-15      0.9299E-14
      0.2800E+02      0.1450E+03      0.4103E-14      0.3204E-14      0.1873E-13
      0.2900E+02      0.1450E+03      0.7993E-14      0.7391E-14      0.3686E-13
      0.3000E+02      0.1450E+03      0.1393E-13      0.1448E-13      0.4203E-13
      0.3100E+02      0.1450E+03      0.2572E-13      0.2429E-13      0.1141E-12
      0.3200E+02      0.1450E+03      0.7799E-13      0.6384E-13      0.2168E-12
      0.3300E+02      0.1450E+03      0.1824E-12      0.1554E-12      0.6781E-12
      0.3400E+02      0.1450E+03      0.8876E-12      0.1330E-11      0.2430E-10
      0.3500E+02      0.1450E+03      0.2103E-10      0.1445E-10      0.7292E-09
      0.3600E+02      0.1450E+03      0.3109E-09      0.4869E-10      0.3795E-08
      0.3700E+02      0.1450E+03      0.4718E-10      0.9183E-10      0.1654E-09
      0.3800E+02      0.1450E+03      0.7431E-10      0.9890E-10      0.4668E-09
      0.3900E+02      0.1450E+03      0.1509E-09      0.8992E-10      0.4414E-09
      0.4000E+02      0.1450E+03      0.1784E-09      0.1309E-09      0.7378E-09
 
     -0.4000E+02      0.1460E+03      0.2938E-36      0.1169E-33      0.8766E-28
     -0.3900E+02      0.1460E+03      0.4684E-36      0.2814E-33      0.1506E-27
     -0.3800E+02      0.1460E+03      0.7979E-36      0.6629E-33      0.3758E-27
     -0.3700E+02      0.1460E+03      0.1317E-35      0.8939E-33      0.5260E-27
     -0.3600E+02      0.1460E+03      0.1992E-35      0.1859E-32      0.8512E-27
     -0.3500E+02      0.1460E+03      0.3167E-35      0.4305E-32      0.2035E-26
     -0.3400E+02      0.1460E+03      0.5238E-35      0.5751E-32      0.2723E-26
     -0.3300E+02      0.1460E+03      0.8560E-35      0.9769E-32      0.4346E-26
     -0.3200E+02      0.1460E+03      0.1362E-34      0.1074E-31      0.4968E-26
     -0.3100E+02      0.1460E+03      0.2061E-34      0.3877E-31      0.1459E-25
     -0.3000E+02      0.1460E+03      0.2914E-34      0.7891E-31      0.2810E-25
     -0.2900E+02      0.1460E+03      0.4572E-34      0.5211E-31      0.1964E-25
     -0.2800E+02      0.1460E+03      0.7777E-34      0.7786E-31      0.3270E-25
     -0.2700E+02      0.1460E+03      0.1428E-33      0.1523E-30      0.6870E-25
     -0.2600E+02      0.1460E+03      0.2826E-33      0.2159E-30      0.1125E-24
     -0.2500E+02      0.1460E+03      0.4920E-33      0.3565E-30      0.1594E-24
     -0.2400E+02      0.1460E+03      0.8748E-33      0.5075E-30      0.2107E-24
     -0.2300E+02      0.1460E+03      0.1372E-32      0.7536E-30      0.2486E-24
     -0.2200E+02      0.1460E+03      0.2610E-32      0.9111E-30      0.3126E-24
     -0.2100E+02      0.1460E+03      0.4326E-32      0.1462E-29      0.4848E-24
     -0.2000E+02      0.1460E+03      0.7403E-32      0.3160E-29      0.9421E-24
     -0.1900E+02      0.1460E+03      0.1250E-31      0.3940E-29      0.1191E-23
     -0.1800E+02      0.1460E+03      0.2175E-31      0.8684E-29      0.2541E-23
     -0.1700E+02      0.1460E+03      0.3386E-31      0.8061E-29      0.2991E-23
     -0.1600E+02      0.1460E+03      0.7562E-31      0.1991E-28      0.6821E-23
     -0.1500E+02      0.1460E+03      0.1429E-30      0.2894E-28      0.1100E-22
     -0.1400E+02      0.1460E+03      0.2281E-30      0.4654E-28      0.1845E-22
     -0.1300E+02      0.1460E+03      0.4415E-30      0.5823E-28      0.2586E-22
     -0.1200E+02      0.1460E+03      0.9667E-30      0.9201E-28      0.3354E-22
     -0.1100E+02      0.1460E+03      0.1848E-29      0.1612E-27      0.6327E-22
     -0.1000E+02      0.1460E+03      0.3516E-29      0.2917E-27      0.9989E-22
     -0.9000E+01      0.1460E+03      0.7398E-29      0.4614E-27      0.1653E-21
     -0.8000E+01      0.1460E+03      0.1657E-28      0.7752E-27      0.2436E-21
     -0.7000E+01      0.1460E+03      0.3281E-28      0.1673E-26      0.4475E-21
     -0.6000E+01      0.1460E+03      0.5762E-28      0.2827E-26      0.6511E-21
     -0.5000E+01      0.1460E+03      0.9615E-28      0.4481E-26      0.9844E-21
     -0.4000E+01      0.1460E+03      0.1584E-27      0.6651E-26      0.1364E-20
     -0.3000E+01      0.1460E+03      0.2669E-27      0.1067E-25      0.2026E-20
     -0.2000E+01      0.1460E+03      0.4985E-27      0.2047E-25      0.3437E-20
     -0.1000E+01      0.1460E+03      0.1044E-26      0.3134E-25      0.5275E-20
      0.0000E+00      0.1460E+03      0.2113E-26      0.4619E-25      0.7643E-20
      0.1000E+01      0.1460E+03      0.4398E-26      0.8082E-25      0.1065E-19
      0.2000E+01      0.1460E+03      0.1112E-25      0.1440E-24      0.1605E-19
      0.3000E+01      0.1460E+03      0.2889E-25      0.2275E-24      0.2407E-19
      0.4000E+01      0.1460E+03      0.6678E-25      0.3537E-24      0.3661E-19
      0.5000E+01      0.1460E+03      0.1437E-24      0.6697E-24      0.5815E-19
      0.6000E+01      0.1460E+03      0.3302E-24      0.1095E-23      0.7162E-19
      0.7000E+01      0.1460E+03      0.7810E-24      0.1849E-23      0.9785E-19
      0.8000E+01      0.1460E+03      0.1975E-23      0.2444E-23      0.1253E-18
      0.9000E+01      0.1460E+03      0.5341E-23      0.3729E-23      0.2055E-18
      0.1000E+02      0.1460E+03      0.1952E-22      0.6850E-23      0.3290E-18
      0.1100E+02      0.1460E+03      0.5203E-22      0.1394E-22      0.5229E-18
      0.1200E+02      0.1460E+03      0.1582E-21      0.3052E-22      0.8412E-18
      0.1300E+02      0.1460E+03      0.3479E-21      0.7661E-22      0.1573E-17
      0.1400E+02      0.1460E+03      0.1086E-20      0.1644E-21      0.2594E-17
      0.1500E+02      0.1460E+03      0.3293E-20      0.3918E-21      0.5150E-17
      0.1600E+02      0.1460E+03      0.7131E-20      0.8223E-21      0.8334E-17
      0.1700E+02      0.1460E+03      0.1975E-19      0.1877E-20      0.1572E-16
      0.1800E+02      0.1460E+03      0.5180E-19      0.5136E-20      0.3205E-16
      0.1900E+02      0.1460E+03      0.1165E-18      0.1431E-19      0.6536E-16
      0.2000E+02      0.1460E+03      0.2554E-18      0.3486E-19      0.1315E-15
      0.2100E+02      0.1460E+03      0.6104E-18      0.1768E-18      0.2653E-15
      0.2200E+02      0.1460E+03      0.1245E-17      0.4829E-18      0.4136E-15
      0.2300E+02      0.1460E+03      0.4771E-17      0.2051E-17      0.6352E-15
      0.2400E+02      0.1460E+03      0.1960E-16      0.9948E-17      0.1202E-14
      0.2500E+02      0.1460E+03      0.5797E-16      0.3475E-16      0.2113E-14
      0.2600E+02      0.1460E+03      0.1943E-15      0.1247E-15      0.4097E-14
      0.2700E+02      0.1460E+03      0.7241E-15      0.5222E-15      0.6979E-14
      0.2800E+02      0.1460E+03      0.2653E-14      0.1993E-14      0.1436E-13
      0.2900E+02      0.1460E+03      0.5993E-14      0.5246E-14      0.2921E-13
      0.3000E+02      0.1460E+03      0.1051E-13      0.1169E-13      0.3714E-13
      0.3100E+02      0.1460E+03      0.1951E-13      0.1821E-13      0.8660E-13
      0.3200E+02      0.1460E+03      0.5485E-13      0.4711E-13      0.1726E-12
      0.3300E+02      0.1460E+03      0.1199E-12      0.1012E-12      0.4568E-12
      0.3400E+02      0.1460E+03      0.5320E-12      0.5584E-12      0.6644E-11
      0.3500E+02      0.1460E+03      0.1044E-10      0.7271E-11      0.2567E-09
      0.3600E+02      0.1460E+03      0.4021E-09      0.2839E-10      0.5858E-08
      0.3700E+02      0.1460E+03      0.8120E-10      0.7272E-10      0.1338E-09
      0.3800E+02      0.1460E+03      0.8794E-10      0.7772E-10      0.2843E-09
      0.3900E+02      0.1460E+03      0.1008E-09      0.1131E-09      0.6183E-09
      0.4000E+02      0.1460E+03      0.1261E-09      0.1177E-09      0.4571E-09
 
     -0.4000E+02      0.1470E+03      0.2514E-36      0.1391E-33      0.9120E-28
     -0.3900E+02      0.1470E+03      0.4135E-36      0.2559E-33      0.1069E-27
     -0.3800E+02      0.1470E+03      0.6958E-36      0.6621E-33      0.3324E-27
     -0.3700E+02      0.1470E+03      0.1145E-35      0.6754E-33      0.4194E-27
     -0.3600E+02      0.1470E+03      0.1742E-35      0.1290E-32      0.7207E-27
     -0.3500E+02      0.1470E+03      0.2798E-35      0.3237E-32      0.1477E-26
     -0.3400E+02      0.1470E+03      0.4600E-35      0.5022E-32      0.2212E-26
     -0.3300E+02      0.1470E+03      0.7460E-35      0.7241E-32      0.3072E-26
     -0.3200E+02      0.1470E+03      0.1185E-34      0.9267E-32      0.4086E-26
     -0.3100E+02      0.1470E+03      0.1849E-34      0.3204E-31      0.1223E-25
     -0.3000E+02      0.1470E+03      0.2619E-34      0.7236E-31      0.2821E-25
     -0.2900E+02      0.1470E+03      0.3948E-34      0.4502E-31      0.1905E-25
     -0.2800E+02      0.1470E+03      0.6372E-34      0.7237E-31      0.3415E-25
     -0.2700E+02      0.1470E+03      0.1119E-33      0.1396E-30      0.6647E-25
     -0.2600E+02      0.1470E+03      0.2202E-33      0.2194E-30      0.1013E-24
     -0.2500E+02      0.1470E+03      0.4085E-33      0.3636E-30      0.1684E-24
     -0.2400E+02      0.1470E+03      0.7538E-33      0.5209E-30      0.2371E-24
     -0.2300E+02      0.1470E+03      0.1200E-32      0.6013E-30      0.2485E-24
     -0.2200E+02      0.1470E+03      0.2151E-32      0.7442E-30      0.2891E-24
     -0.2100E+02      0.1470E+03      0.3655E-32      0.1228E-29      0.4565E-24
     -0.2000E+02      0.1470E+03      0.6041E-32      0.2453E-29      0.8702E-24
     -0.1900E+02      0.1470E+03      0.1070E-31      0.3640E-29      0.1262E-23
     -0.1800E+02      0.1470E+03      0.1870E-31      0.7532E-29      0.2447E-23
     -0.1700E+02      0.1470E+03      0.2918E-31      0.8386E-29      0.3177E-23
     -0.1600E+02      0.1470E+03      0.6037E-31      0.1793E-28      0.6447E-23
     -0.1500E+02      0.1470E+03      0.1226E-30      0.2776E-28      0.1078E-22
     -0.1400E+02      0.1470E+03      0.1992E-30      0.4204E-28      0.1724E-22
     -0.1300E+02      0.1470E+03      0.3542E-30      0.6156E-28      0.2413E-22
     -0.1200E+02      0.1470E+03      0.7770E-30      0.8779E-28      0.3279E-22
     -0.1100E+02      0.1470E+03      0.1544E-29      0.1601E-27      0.6093E-22
     -0.1000E+02      0.1470E+03      0.2933E-29      0.2768E-27      0.9601E-22
     -0.9000E+01      0.1470E+03      0.5801E-29      0.4823E-27      0.1726E-21
     -0.8000E+01      0.1470E+03      0.1298E-28      0.7523E-27      0.2372E-21
     -0.7000E+01      0.1470E+03      0.2674E-28      0.1553E-26      0.4294E-21
     -0.6000E+01      0.1470E+03      0.4890E-28      0.2575E-26      0.6033E-21
     -0.5000E+01      0.1470E+03      0.8069E-28      0.4414E-26      0.9501E-21
     -0.4000E+01      0.1470E+03      0.1340E-27      0.6608E-26      0.1324E-20
     -0.3000E+01      0.1470E+03      0.2162E-27      0.9610E-26      0.1893E-20
     -0.2000E+01      0.1470E+03      0.3886E-27      0.1745E-25      0.3106E-20
     -0.1000E+01      0.1470E+03      0.7995E-27      0.2785E-25      0.4907E-20
      0.0000E+00      0.1470E+03      0.1655E-26      0.4166E-25      0.7302E-20
      0.1000E+01      0.1470E+03      0.3406E-26      0.7271E-25      0.1031E-19
      0.2000E+01      0.1470E+03      0.8093E-26      0.1331E-24      0.1557E-19
      0.3000E+01      0.1470E+03      0.2168E-25      0.2001E-24      0.2187E-19
      0.4000E+01      0.1470E+03      0.5208E-25      0.2936E-24      0.3163E-19
      0.5000E+01      0.1470E+03      0.1134E-24      0.5475E-24      0.4929E-19
      0.6000E+01      0.1470E+03      0.2535E-24      0.9746E-24      0.6677E-19
      0.7000E+01      0.1470E+03      0.6072E-24      0.1625E-23      0.9241E-19
      0.8000E+01      0.1470E+03      0.1461E-23      0.2378E-23      0.1214E-18
      0.9000E+01      0.1470E+03      0.3822E-23      0.3200E-23      0.1749E-18
      0.1000E+02      0.1470E+03      0.1286E-22      0.5740E-23      0.2977E-18
      0.1100E+02      0.1470E+03      0.3880E-22      0.1118E-22      0.4493E-18
      0.1200E+02      0.1470E+03      0.1089E-21      0.2312E-22      0.7491E-18
      0.1300E+02      0.1470E+03      0.2782E-21      0.5835E-22      0.1266E-17
      0.1400E+02      0.1470E+03      0.6876E-21      0.1259E-21      0.2149E-17
      0.1500E+02      0.1470E+03      0.2428E-20      0.3056E-21      0.4218E-17
      0.1600E+02      0.1470E+03      0.5517E-20      0.6499E-21      0.7679E-17
      0.1700E+02      0.1470E+03      0.1395E-19      0.1489E-20      0.1366E-16
      0.1800E+02      0.1470E+03      0.3855E-19      0.3760E-20      0.2579E-16
      0.1900E+02      0.1470E+03      0.8970E-19      0.1115E-19      0.5278E-16
      0.2000E+02      0.1470E+03      0.1942E-18      0.2573E-19      0.1102E-15
      0.2100E+02      0.1470E+03      0.4600E-18      0.1058E-18      0.2237E-15
      0.2200E+02      0.1470E+03      0.9862E-18      0.3939E-18      0.3808E-15
      0.2300E+02      0.1470E+03      0.2893E-17      0.1194E-17      0.5556E-15
      0.2400E+02      0.1470E+03      0.1339E-16      0.6681E-17      0.1019E-14
      0.2500E+02      0.1470E+03      0.4123E-16      0.2451E-16      0.1742E-14
      0.2600E+02      0.1470E+03      0.1279E-15      0.8239E-16      0.3289E-14
      0.2700E+02      0.1470E+03      0.4704E-15      0.3293E-15      0.5952E-14
      0.2800E+02      0.1470E+03      0.1801E-14      0.1348E-14      0.1141E-13
      0.2900E+02      0.1470E+03      0.4557E-14      0.3982E-14      0.2307E-13
      0.3000E+02      0.1470E+03      0.9032E-14      0.9679E-14      0.3391E-13
      0.3100E+02      0.1470E+03      0.1544E-13      0.1457E-13      0.7190E-13
      0.3200E+02      0.1470E+03      0.3930E-13      0.3443E-13      0.1300E-12
      0.3300E+02      0.1470E+03      0.8158E-13      0.7666E-13      0.3399E-12
      0.3400E+02      0.1470E+03      0.4017E-12      0.2900E-12      0.2838E-11
      0.3500E+02      0.1470E+03      0.5104E-11      0.4938E-11      0.1088E-09
      0.3600E+02      0.1470E+03      0.3857E-09      0.1354E-10      0.6305E-08
      0.3700E+02      0.1470E+03      0.1143E-09      0.9662E-10      0.1548E-09
      0.3800E+02      0.1470E+03      0.5855E-10      0.7827E-10      0.3967E-09
      0.3900E+02      0.1470E+03      0.1577E-09      0.6835E-10      0.9546E-09
      0.4000E+02      0.1470E+03      0.1260E-09      0.1777E-09      0.4334E-09
 
     -0.4000E+02      0.1480E+03      0.2053E-36      0.1270E-33      0.9804E-28
     -0.3900E+02      0.1480E+03      0.3445E-36      0.1954E-33      0.1112E-27
     -0.3800E+02      0.1480E+03      0.5672E-36      0.5800E-33      0.2888E-27
     -0.3700E+02      0.1480E+03      0.9320E-36      0.5738E-33      0.2913E-27
     -0.3600E+02      0.1480E+03      0.1437E-35      0.1143E-32      0.5357E-27
     -0.3500E+02      0.1480E+03      0.2309E-35      0.2351E-32      0.1168E-26
     -0.3400E+02      0.1480E+03      0.3764E-35      0.3631E-32      0.1656E-26
     -0.3300E+02      0.1480E+03      0.6072E-35      0.5217E-32      0.2094E-26
     -0.3200E+02      0.1480E+03      0.9512E-35      0.7810E-32      0.3305E-26
     -0.3100E+02      0.1480E+03      0.1523E-34      0.2568E-31      0.8993E-26
     -0.3000E+02      0.1480E+03      0.2203E-34      0.6896E-31      0.2453E-25
     -0.2900E+02      0.1480E+03      0.3301E-34      0.4348E-31      0.1533E-25
     -0.2800E+02      0.1480E+03      0.5189E-34      0.7363E-31      0.2845E-25
     -0.2700E+02      0.1480E+03      0.8656E-34      0.1271E-30      0.5074E-25
     -0.2600E+02      0.1480E+03      0.1693E-33      0.1738E-30      0.8404E-25
     -0.2500E+02      0.1480E+03      0.3211E-33      0.3326E-30      0.1594E-24
     -0.2400E+02      0.1480E+03      0.6055E-33      0.5101E-30      0.2062E-24
     -0.2300E+02      0.1480E+03      0.9865E-33      0.5664E-30      0.2214E-24
     -0.2200E+02      0.1480E+03      0.1740E-32      0.7138E-30      0.2383E-24
     -0.2100E+02      0.1480E+03      0.3060E-32      0.1107E-29      0.3863E-24
     -0.2000E+02      0.1480E+03      0.4946E-32      0.2037E-29      0.7083E-24
     -0.1900E+02      0.1480E+03      0.9083E-32      0.3658E-29      0.1139E-23
     -0.1800E+02      0.1480E+03      0.1569E-31      0.6879E-29      0.1984E-23
     -0.1700E+02      0.1480E+03      0.2565E-31      0.8496E-29      0.2946E-23
     -0.1600E+02      0.1480E+03      0.4709E-31      0.1606E-28      0.5135E-23
     -0.1500E+02      0.1480E+03      0.1005E-30      0.2549E-28      0.9223E-23
     -0.1400E+02      0.1480E+03      0.1716E-30      0.3804E-28      0.1396E-22
     -0.1300E+02      0.1480E+03      0.2845E-30      0.6042E-28      0.2144E-22
     -0.1200E+02      0.1480E+03      0.6080E-30      0.8315E-28      0.2970E-22
     -0.1100E+02      0.1480E+03      0.1280E-29      0.1467E-27      0.5083E-22
     -0.1000E+02      0.1480E+03      0.2448E-29      0.2523E-27      0.8340E-22
     -0.9000E+01      0.1480E+03      0.4574E-29      0.4674E-27      0.1526E-21
     -0.8000E+01      0.1480E+03      0.1016E-28      0.7296E-27      0.2080E-21
     -0.7000E+01      0.1480E+03      0.2146E-28      0.1401E-26      0.3713E-21
     -0.6000E+01      0.1480E+03      0.4082E-28      0.2253E-26      0.5263E-21
     -0.5000E+01      0.1480E+03      0.6800E-28      0.4021E-26      0.8436E-21
     -0.4000E+01      0.1480E+03      0.1145E-27      0.6379E-26      0.1207E-20
     -0.3000E+01      0.1480E+03      0.1823E-27      0.8834E-26      0.1672E-20
     -0.2000E+01      0.1480E+03      0.3147E-27      0.1514E-25      0.2591E-20
     -0.1000E+01      0.1480E+03      0.6171E-27      0.2577E-25      0.4339E-20
      0.0000E+00      0.1480E+03      0.1297E-26      0.3978E-25      0.6786E-20
      0.1000E+01      0.1480E+03      0.2637E-26      0.6625E-25      0.9933E-20
      0.2000E+01      0.1480E+03      0.5905E-26      0.1223E-24      0.1441E-19
      0.3000E+01      0.1480E+03      0.1590E-25      0.1782E-24      0.1889E-19
      0.4000E+01      0.1480E+03      0.3996E-25      0.2486E-24      0.2689E-19
      0.5000E+01      0.1480E+03      0.8894E-25      0.4283E-24      0.4159E-19
      0.6000E+01      0.1480E+03      0.1926E-24      0.8418E-24      0.6363E-19
      0.7000E+01      0.1480E+03      0.4611E-24      0.1454E-23      0.8983E-19
      0.8000E+01      0.1480E+03      0.1089E-23      0.2269E-23      0.1188E-18
      0.9000E+01      0.1480E+03      0.2831E-23      0.2883E-23      0.1581E-18
      0.1000E+02      0.1480E+03      0.8302E-23      0.4847E-23      0.2649E-18
